id_venta,fecha,ciudad,canal,sku,producto,categoria_txt,unidades,precio_unitario,descuento,costo_unitario,metodo_pago,cliente_id,documento_cliente,id_factura,vendedor_id,estado
775,2025-08-24,medellin,Distribuidor,SKU-183,Teclado,computo,-1.0,$ 903.435,0.18,$ 1.982.826,TC,1073,98946453,51191,247,completada
776,2025-10-08,,Online,SKU-793,Headset,pantallas,,$ 1.910.576,0.3,$ 1.933.135,PSE,1042,29796900,53920,237,completada
777,2025-09-08,medellin,Distribuidor,SKU-490,Mouse,computo,3.0,$ 1.959.309,0.38,369398,nequi,1058,87823957,57765,247,completada
778,2025-11-09, Bogota ,TIENDA,SKU-690,Headset,audio,5.0,$ 227.580,31%,607520,PSE,1001,58807350,56193,215,completada
779,2025-04-22,medellin,Distribuidor,SKU-314,Mouse,audio,4.0,789032,0.34,$ 1.730.948,PSE,1014,73744714,53046,232,completada
780,2025-12-09, Bogota ,Distribuidor, SKU-625 ,Tablet,computo,4.0,1692992,0.3,,tarjeta,1036,54913247,50304,202,completada
781,2025-10-30,Barranquilla,Online,SKU-314,Laptop,audio,4.0,567952,0.07,431673,PSE,1070,73287778,56339,237,completada
782,2025-07-26,CALI,Distribuidor, SKU-502 ,Mouse,pantallas,1.0,1843948,33%,$ 478.788,TC,1019,65002860,58043,203,pendiente
783,2025-08-17, Bogota ,TIENDA, SKU-227 ,Mouse,audio,4.0,$ 184.244,0.08,775791,credit card,1097,25026292,54908,235,completada
784,2025-07-12,Barranquilla,Online,SKU-921,Mouse,pantallas,5.0,496857,0.36,1879968,tarjeta,1034,70988359,52804,203,completada
785,2025-07-03, Bogota ,Online,SKU-576,Teclado,computo,5.0,1132916,0.9,1034526,tarjeta,1033,24049471,53936,241,completada
786,2025-03-16, Bogota ,Distribuidor, SKU-859 ,Tablet,computo,-1.0,1680100,27%,102695,nequi,1085,53895401,50712,208,completada
787,2025-04-13,CALI,Online,SKU-503,Teclado,audio,1.0,31017,20%,$ 1.193.642,credit card,1030,51748995,56848,239,completada
788,2025-07-11,Cartagena,Online,SKU-128,Laptop,pantallas,5.0,1891621,0.9,1202558,tarjeta,1086,17479602,59873,216,completada
789,2025-09-09,Cartagena,Online,SKU-891,Mouse,audio,3.0,2388787,0.12,1328413,PSE,1018,83605059,59525,216,completada
790,2025-08-14, Bogota ,Online,SKU-437,Tablet,accesorios,1.0,229720,0.39,1703177,tarjeta,1067,65861779,58366,232,completada
791,2025-10-21,medellin,Online,SKU-930,Tablet,accesorios,1.0,2238222,0.38,1996938,tarjeta,1023,25364217,53205,219,completada
792,2025-11-02,Barranquilla,Online,SKU-813,Monitor,accesorios,5.0,1820493,0.13,$ 568.098,tarjeta,1083,27697416,55185,213,cancelada
793,2025-04-08,medellin,TIENDA,SKU-460,Laptop,accesorios,3.0,2379664,0.4,559380,nequi,1038,52783311,59608,221,completada
794,2025-12-04,medellin,Distribuidor,SKU-668,Tablet,audio,2.0,2152162,34%,1545571,tarjeta,1091,36762085,56506,226,completada
795,2025-10-13, Bogota ,TIENDA, SKU-491 ,Mouse,accesorios,5.0,1715625,0.24,1645969,tarjeta,1053,40940696,51772,242,cancelada
796,2025-01-12, Bogota ,Online, SKU-317 ,Mouse,pantallas,3.0,$ 798.928,0.02,1749441,nequi,1038,89446074,51074,202,cancelada
797,2025-12-13, Bogota ,Online,SKU-673,Tablet,computo,1.0,$ 1.982.160,0.36,$ 1.267.876,credit card,1016,44732584,55447,223,completada
798,2025-11-04, Bogota ,Distribuidor,SKU-768,Teclado,computo,3.0,$ 1.754.872,22%,305699,TC,1018,64535717,58783,229,completada
799,2025-06-09,Cartagena,TIENDA, SKU-301 ,Laptop,accesorios,1.0,1671722,0.35,$ 611.222,nequi,1047,12107154,55264,207,completada
800,2025-06-15, Bogota ,Distribuidor, SKU-116 ,Mouse,accesorios,5.0,57493,0.33,1660652,nequi,1034,53775757,57322,221,completada
801,2025-01-12,Cartagena,TIENDA,SKU-421,Tablet,accesorios,5.0,1170311,0.33,,tarjeta,1031,62178046,56651,224,pendiente
802,2025-01-30,Cartagena,Online,SKU-617,Mouse,audio,4.0,,0.28,1867947,tarjeta,1046,94363778,52410,209,completada
803,2025-09-04, Bogota ,Distribuidor,SKU-669,Tablet,computo,4.0,$ 2.088.535,0.12,$ 1.468.617,TC,1046,33314292,59039,248,completada
804,2025-04-16,CALI,Distribuidor, SKU-424 ,Laptop,accesorios,4.0,651581,0.13,1547579,tarjeta,1063,86028401,56441,228,cancelada
805,2025-02-20,Barranquilla,Online,SKU-511,Tablet,pantallas,5.0,1706519,0.12,510707,PSE,1045,38738477,58685,239,completada
806,2025-03-22,medellin,Distribuidor,SKU-417,Monitor,accesorios,2.0,641747,1%,170223,tarjeta,1034,76171407,58737,200,completada
807,2025-05-13,Cartagena,TIENDA, SKU-780 ,Tablet,computo,5.0,$ 1.301.258,0.23,1715932,tarjeta,1093,63755144,59732,220,pendiente
808,2025-12-10,Barranquilla,TIENDA,SKU-181,Tablet,accesorios,3.0,$ 448.886,0.28,1587900,PSE,1016,63487342,59075,238,cancelada
809,2025-05-18,CALI,TIENDA,SKU-573,Laptop,computo,5.0,249171,0.34,$ 1.419.668,TC,1041,29094790,53956,223,cancelada
810,2025-07-03,medellin,TIENDA,SKU-567,Tablet,accesorios,,187558,0.06,1933715,PSE,1028,74128397,56553,208,completada
811,2025-11-26,medellin,Online,SKU-524,Laptop,pantallas,1.0,1003061,22%,$ 578.339,nequi,1069,37902387,56869,243,completada
812,2025-09-30,Cartagena,Distribuidor,SKU-830,Monitor,accesorios,1.0,316412,0.0,$ 506.513,PSE,1016,40819143,57531,225,completada
813,2025-12-06, Bogota ,TIENDA,SKU-788,Laptop,pantallas,1.0,2224490,0.04,$ 95.738,credit card,1080,56632865,53094,208,completada
814,2025-03-10,CALI,Online, SKU-303 ,Mouse,pantallas,-1.0,$ 2.405.632,0.02,350740,nequi,1013,21244672,52365,219,pendiente
815,2025-02-03,Cartagena,Distribuidor,SKU-682,Laptop,accesorios,2.0,1363679,0.29,1647935,tarjeta,1023,86551007,56668,234,completada
816,2025-09-19,CALI,Distribuidor,SKU-486,Monitor,pantallas,3.0,$ 2.261.530,0.03,145613,nequi,1056,54353138,55000,235,completada
817,2025-02-22, Bogota ,Online,SKU-877,Headset,audio,3.0,$ 2.294.406,0.29,88601,TC,1049,90697028,57920,241,completada
818,2025-07-24, Bogota ,Online,SKU-197,Tablet,accesorios,2.0,1518118,0.1,,TC,1056,26377053,53347,235,completada
819,2025-05-06,,TIENDA,SKU-444,Laptop,accesorios,2.0,1820831,0.35,$ 1.755.584,PSE,1060,24665941,53675,208,completada
820,2025-08-23, Bogota ,Distribuidor,SKU-902,Tablet,pantallas,3.0,1614362,33%,1135044,nequi,1038,59669011,50952,221,completada
821,2025-12-02,Barranquilla,Distribuidor,SKU-307,Teclado,pantallas,4.0,2088710,0.38,827902,tarjeta,1054,41484495,53300,200,completada
822,2025-08-28,,Online,SKU-613,Mouse,accesorios,1.0,$ 2.144.349,0.35,1784065,TC,1095,99118854,53179,204,completada
823,2025-04-21,Cartagena,Distribuidor,SKU-735,Mouse,audio,1.0,1027705,0.37,1071904,tarjeta,1035,70526385,53247,208,pendiente
824,2025-09-06,CALI,TIENDA, SKU-891 ,Teclado,pantallas,3.0,$ 2.225.927,34%,$ 152.405,credit card,1036,90730865,54415,236,completada
825,2025-05-31,Barranquilla,Distribuidor,SKU-685,Teclado,pantallas,2.0,866056,28%,790807,TC,1013,11405313,53357,237,completada
826,2025-07-02,Cartagena,Online,SKU-265,Laptop,computo,4.0,$ 336.790,7%,136173,PSE,1026,54467502,56472,218,completada
827,2025-12-02, Bogota ,Online,SKU-121,Teclado,audio,3.0,1936195,0.11,61638,credit card,1082,14163121,55996,207,pendiente
828,2025-05-04, Bogota ,TIENDA,SKU-253,Headset,audio,1.0,65712,0.09,$ 812.700,nequi,1030,68316301,54848,241,completada
829,2025-01-08, Bogota ,TIENDA,SKU-538,Tablet,accesorios,5.0,353964,24%,1265251,tarjeta,1072,13686788,55475,242,completada
830,2025-12-26, Bogota ,Distribuidor,SKU-394,Tablet,audio,2.0,2242494,20%,$ 1.177.496,TC,1080,56054858,51037,231,completada
831,2025-07-03,CALI,Distribuidor,SKU-318,Monitor,accesorios,5.0,$ 1.684.092,0.35,1960387,credit card,1082,63005031,58262,212,completada
832,2025-10-08,Barranquilla,Online, SKU-768 ,Teclado,computo,3.0,356497,0.9,$ 425.261,credit card,1043,60662660,57008,219,completada
833,2025-07-14,medellin,TIENDA,SKU-594,Teclado,audio,1.0,507707,16%,1759677,TC,1067,35164700,55931,235,completada
834,2025-12-18,CALI,TIENDA,SKU-329,Headset,pantallas,4.0,112091,0.2,,nequi,1047,56762756,55642,242,completada
835,2025-07-14,CALI,TIENDA,SKU-119,Mouse,computo,5.0,1416634,0.39,22887,nequi,1056,67991029,50105,243,pendiente
836,2025-06-04,medellin,Distribuidor,SKU-652,Mouse,accesorios,4.0,1250478,11%,768266,PSE,1074,50506207,50769,236,completada
837,2025-04-03,medellin,TIENDA,SKU-247,Tablet,computo,-1.0,$ 913.150,0.32,1037658,nequi,1021,56351395,52940,229,completada
838,2025-06-09, Bogota ,Online,SKU-207,Tablet,accesorios,,$ 2.331.712,0.09,1088494,PSE,1003,16729806,57899,209,completada
839,2025-02-03,CALI,Online,SKU-502,Laptop,computo,4.0,555827,0.27,836929,credit card,1080,63084095,56614,230,completada
840,2025-02-05,Cartagena,Distribuidor,SKU-695,Headset,accesorios,4.0,952196,10%,370706,TC,1071,31497109,55805,224,completada
841,2025-02-20,medellin,Distribuidor,SKU-582,Monitor,audio,5.0,$ 2.069.736,0.35,731369,nequi,1045,61700385,54355,228,completada
842,2025-10-04,medellin,TIENDA,SKU-466,Monitor,pantallas,1.0,$ 1.344.054,0.22,1337649,PSE,1058,71830104,50933,223,completada
843,2025-01-05,Barranquilla,Distribuidor,SKU-933,Headset,accesorios,4.0,441743,7%,$ 1.570.084,credit card,1033,81587767,58766,238,completada
844,2025-04-02,Cartagena,Online,SKU-513,Monitor,computo,3.0,$ 1.583.482,0.09,1690065,nequi,1010,37922448,55660,220,completada
845,2025-06-19,Cartagena,TIENDA,SKU-408,Mouse,accesorios,5.0,1650872,0.2,$ 535.337,tarjeta,1030,28329086,55906,240,completada
846,2025-11-13,medellin,Online,SKU-901,Monitor,accesorios,2.0,,0.38,1032977,credit card,1010,13335160,56050,208,completada
847,2025-01-22, Bogota ,TIENDA,SKU-934,Monitor,accesorios,2.0,1430038,0.31,749459,nequi,1055,47740753,58261,241,completada
848,2025-11-22,Barranquilla,Distribuidor,SKU-233,Headset,computo,1.0,439924,0.2,,credit card,1037,41932914,54474,241,completada
849,2025-01-01,Cartagena,TIENDA,SKU-818,Headset,pantallas,3.0,1734796,0.14,305690,TC,1020,85398545,59494,201,completada
850,2025-05-13,medellin,TIENDA,SKU-382,Monitor,audio,4.0,,0.22,$ 1.053.646,TC,1093,25049132,50254,203,completada
851,2025-08-21,Cartagena,Online,SKU-877,Teclado,pantallas,2.0,2184452,0.3,$ 224.496,TC,1009,99161695,59899,207,pendiente
852,2025-01-12,Barranquilla,Online,SKU-172,Headset,accesorios,-1.0,411407,0.31,707698,tarjeta,1025,19678391,57087,231,pendiente
853,2025-12-12,Barranquilla,TIENDA,SKU-580,Laptop,computo,3.0,827274,0.13,1491075,TC,1090,24808369,54787,213,pendiente
854,2025-02-15,CALI,Distribuidor, SKU-451 ,Laptop,pantallas,3.0,$ 2.155.896,28%,$ 621.782,tarjeta,1007,24354489,57862,248,cancelada
855,2025-03-02,medellin,Distribuidor,SKU-659,Mouse,accesorios,1.0,398226,0.26,1534962,TC,1007,45235345,59025,212,completada
856,2025-03-19,Barranquilla,Online,SKU-425,Monitor,audio,1.0,$ 2.436.738,38%,1803723,credit card,1059,27058313,56356,220,completada
857,2025-08-06,CALI,Distribuidor,SKU-844,Teclado,audio,4.0,1984078,0.37,323710,nequi,1071,99492036,53742,223,completada
858,2025-10-28,CALI,Online,SKU-542,Mouse,audio,1.0,1976678,0.32,362608,nequi,1033,62507730,52035,249,completada
859,2025-03-14,Cartagena,Distribuidor,SKU-199,Monitor,accesorios,4.0,2486213,28%,1821717,TC,1015,63740587,51967,217,pendiente
860,2025-10-09,Cartagena,TIENDA, SKU-158 ,Headset,computo,4.0,2352127,11%,$ 1.191.855,nequi,1012,37839429,58291,244,completada
861,2025-06-09,CALI,Online,SKU-607,Laptop,pantallas,5.0,1946252,0.34,$ 96.991,TC,1086,91293804,51852,239,completada
862,2025-02-16,Cartagena,Online,SKU-357,Tablet,audio,3.0,2094278,0.17,369824,TC,1075,88508636,53183,225,completada
863,2025-05-01,Barranquilla,TIENDA, SKU-512 ,Teclado,accesorios,3.0,$ 2.038.852,0.11,$ 1.353.733,PSE,1090,62790195,56618,231,pendiente
864,2025-08-02, Bogota ,Online,SKU-551,Tablet,accesorios,3.0,$ 809.622,0.15,$ 1.115.708,PSE,1021,37713487,58303,243,cancelada
865,2025-08-27,Barranquilla,Distribuidor,SKU-164,Laptop,pantallas,5.0,2165265,0.33,,PSE,1095,68637783,50182,232,completada
866,2025-02-25,,Distribuidor,SKU-694,Tablet,audio,4.0,$ 159.861,0.06,500714,tarjeta,1026,40245035,56740,230,cancelada
867,2025-12-16,CALI,Online,SKU-253,Headset,accesorios,-1.0,1100701,0.18,$ 698.444,PSE,1063,35417266,50164,217,completada
868,2025-04-17,Barranquilla,Distribuidor,SKU-365,Monitor,pantallas,1.0,1298343,20%,1957863,TC,1001,95206135,56958,234,completada
869,2025-11-15,Cartagena,Online,SKU-920,Headset,computo,5.0,710778,1%,691503,credit card,1096,24133059,52137,211,completada
870,2025-02-17,Cartagena,TIENDA, SKU-178 ,Tablet,computo,1.0,198157,0.08,1155203,PSE,1025,77426016,50454,224,completada
871,2025-02-03,CALI,Online,SKU-414,Headset,computo,5.0,1773897,0.33,137772,PSE,1091,38907585,52285,244,completada
872,2025-12-03,medellin,TIENDA,SKU-761,Laptop,audio,1.0,2460395,0.33,1995259,credit card,1082,65224460,57846,230,completada
873,2025-01-26,Cartagena,Distribuidor, SKU-659 ,Teclado,pantallas,2.0,2370959,0.12,$ 1.292.991,TC,1068,84705341,54822,209,pendiente
874,2025-10-19,Barranquilla,TIENDA,SKU-990,Headset,pantallas,3.0,$ 631.709,0.35,$ 991.230,tarjeta,1096,39625849,50541,246,completada
875,2025-09-14,Cartagena,Distribuidor,SKU-347,Laptop,accesorios,,1785018,31%,680582,PSE,1083,60405564,56033,233,completada
876,2025-01-08,Barranquilla,Online,SKU-889,Teclado,accesorios,4.0,1861903,0.17,992469,credit card,1029,91399788,52665,202,completada
877,2025-04-23,CALI,Distribuidor,SKU-967,Monitor,accesorios,2.0,1249959,0.3,$ 1.576.853,TC,1007,23606497,57149,245,completada
878,2025-12-21,Cartagena,Online,SKU-709,Tablet,pantallas,3.0,764854,0.38,1322589,nequi,1037,83179381,55798,238,completada
879,2025-10-09,Barranquilla,Online,SKU-513,Monitor,accesorios,-1.0,$ 2.188.169,18%,$ 1.914.076,tarjeta,1060,64930263,55785,207,completada
880,2025-06-29,CALI,TIENDA, SKU-124 ,Mouse,pantallas,2.0,$ 1.683.229,0.1,1480741,credit card,1080,89281071,54614,231,completada
881,2025-07-26,medellin,TIENDA,SKU-383,Laptop,pantallas,3.0,,0.38,$ 1.079.692,credit card,1064,10609003,54292,242,completada
882,2025-10-30,Barranquilla,TIENDA,SKU-548,Teclado,computo,1.0,277137,0.24,$ 721.412,credit card,1066,25757040,56189,228,completada
883,2025-05-07,medellin,TIENDA,SKU-980,Headset,accesorios,5.0,1369651,0.04,1639233,PSE,1045,39991761,56673,221,completada
884,2025-02-25,medellin,Distribuidor,SKU-400,Monitor,computo,2.0,$ 1.124.399,0.23,$ 719.177,nequi,1089,22257042,51688,219,cancelada
885,2025-08-02, Bogota ,Distribuidor,SKU-167,Teclado,audio,4.0,844464,0.2,1953108,tarjeta,1094,88730310,55095,205,completada
886,2025-01-14,Cartagena,Distribuidor,SKU-106,Laptop,audio,,$ 791.279,0.34,248982,TC,1071,92079634,57583,242,completada
887,2025-01-28,Barranquilla,Online,SKU-916,Mouse,audio,4.0,$ 1.087.383,0.21,1802139,TC,1042,71775575,57824,248,completada
888,2025-03-19,medellin,Distribuidor,SKU-236,Monitor,pantallas,2.0,683431,10%,220383,nequi,1058,60350158,51637,228,completada
889,2025-08-04, Bogota ,Distribuidor,SKU-263,Tablet,pantallas,4.0,597701,0.27,,credit card,1045,39825833,55966,241,completada
890,2025-12-31,CALI,Distribuidor, SKU-182 ,Teclado,pantallas,3.0,1608404,0.22,203874,credit card,1071,47014486,54670,216,pendiente
891,2025-03-06,Barranquilla,TIENDA,SKU-996,Tablet,accesorios,1.0,$ 1.825.148,9%,1635496,credit card,1034,56897331,55203,230,completada
892,2025-01-14,medellin,Distribuidor,SKU-749,Teclado,computo,3.0,1138824,0.23,$ 946.697,credit card,1038,74460261,55134,233,completada
893,2025-07-06,Cartagena,Online, SKU-519 ,Teclado,pantallas,1.0,272515,0.33,226284,credit card,1091,90418563,51890,237,completada
894,2025-11-08, Bogota ,TIENDA,SKU-172,Laptop,computo,3.0,$ 1.179.070,1%,1749712,nequi,1050,33759876,53205,236,completada
895,2025-01-07,medellin,Online,SKU-336,Laptop,computo,3.0,629723,0.25,451441,PSE,1003,27713448,58669,203,completada
896,2025-03-01,Cartagena,Distribuidor,SKU-145,Laptop,computo,2.0,$ 564.075,0.14,1254658,tarjeta,1079,31725803,52366,201,completada
897,2025-04-21,medellin,TIENDA, SKU-717 ,Headset,accesorios,-1.0,303126,12%,228807,credit card,1076,45522919,57559,211,completada
898,2025-08-26,Barranquilla,Online,SKU-899,Teclado,accesorios,4.0,2367920,0.16,1260099,PSE,1083,58320330,52526,234,cancelada
899,2025-12-29,Barranquilla,Distribuidor,SKU-361,Monitor,audio,4.0,1996230,14%,1767748,TC,1050,34571210,57807,205,completada
900,2025-08-27,Barranquilla,Online,SKU-275,Tablet,audio,4.0,792783,33%,,nequi,1004,74262087,50366,245,cancelada
901,2025-10-01, Bogota ,Online,SKU-265,Laptop,computo,1.0,2229375,0.11,$ 1.344.615,PSE,1054,64428952,56521,207,cancelada
902,2025-10-21,Barranquilla,Online,SKU-756,Laptop,audio,4.0,1639800,0.29,953713,credit card,1019,74919038,59907,220,pendiente
903,2025-08-15,Cartagena,Distribuidor,SKU-941,Tablet,computo,4.0,946097,0.04,1299468,credit card,1023,26805885,56606,245,completada
904,2025-01-15,medellin,Distribuidor,SKU-469,Tablet,accesorios,2.0,$ 2.003.438,0.38,$ 1.801.272,credit card,1035,75697233,50012,234,completada
905,2025-07-11,CALI,Online,SKU-894,Teclado,accesorios,3.0,$ 1.019.647,0.25,257718,PSE,1033,71106091,58727,247,completada
906,2025-04-29,Cartagena,TIENDA,SKU-153,Laptop,accesorios,4.0,403609,0.28,732167,credit card,1053,28746603,53239,214,completada
907,2025-01-28,Cartagena,TIENDA,SKU-789,Tablet,pantallas,5.0,1883082,0.9,562374,PSE,1033,64281553,52317,206,pendiente
908,2025-07-21,Barranquilla,Distribuidor,SKU-518,Headset,computo,4.0,$ 1.773.313,16%,1149213,credit card,1082,91561339,54042,214,completada
909,2025-02-08, Bogota ,Distribuidor,SKU-855,Headset,accesorios,1.0,2406149,9%,490243,TC,1016,76454577,57485,244,completada
910,2025-09-30,medellin,Distribuidor,SKU-606,Laptop,computo,1.0,2268885,0.37,1746143,TC,1004,87365163,50375,205,completada
911,2025-08-19, Bogota ,Distribuidor, SKU-440 ,Tablet,audio,1.0,$ 1.592.088,0.2,384478,tarjeta,1088,19565697,59916,246,completada
912,2025-03-27,,Distribuidor,SKU-226,Teclado,audio,4.0,1306353,0.25,,credit card,1017,15008029,50256,216,completada
913,2025-05-06,medellin,TIENDA,SKU-508,Teclado,accesorios,2.0,$ 2.284.719,0.29,602371,credit card,1054,62931665,50449,203,completada
914,2025-10-27, Bogota ,Distribuidor,SKU-466,Teclado,computo,-1.0,1082279,15%,1158604,PSE,1052,53266078,59085,221,completada
915,2025-01-25,Cartagena,Online, SKU-370 ,Mouse,accesorios,4.0,990584,0.29,$ 1.916.965,PSE,1049,62693999,53212,231,completada
916,2025-05-25,medellin,Online,SKU-743,Laptop,audio,2.0,923923,0.27,$ 1.685.415,credit card,1071,10645452,59376,221,completada
917,2025-01-13, Bogota ,TIENDA,SKU-704,Teclado,accesorios,2.0,$ 1.681.342,0.28,$ 1.928.514,tarjeta,1090,45209875,56175,226,completada
918,2025-07-31,medellin,Online, SKU-478 ,Headset,computo,4.0,839593,0.2,$ 677.643,credit card,1078,65679345,55943,245,completada
919,2025-01-25,CALI,TIENDA,SKU-172,Tablet,audio,4.0,2493592,0.15,$ 1.681.888,PSE,1044,82837654,58026,214,completada
920,2025-03-09,Cartagena,TIENDA,SKU-347,Monitor,pantallas,2.0,$ 2.355.563,0.9,$ 1.931.489,credit card,1012,70302441,57446,243,completada
921,2025-03-08,Barranquilla,Online,SKU-959,Monitor,audio,2.0,1471508,0.33,277399,PSE,1015,72609637,51308,221,cancelada
922,2025-08-21,medellin,Distribuidor,SKU-884,Teclado,pantallas,2.0,$ 1.044.603,0.24,1578728,credit card,1085,58687330,59108,227,cancelada
923,2025-04-19,CALI,Online,SKU-142,Monitor,accesorios,4.0,,18%,222627,nequi,1083,35687139,58339,241,pendiente
924,2025-05-26,Barranquilla,Online,SKU-476,Monitor,accesorios,2.0,1399641,0.38,1603351,PSE,1012,95353916,54016,237,completada
925,2025-04-21,Barranquilla,TIENDA,SKU-140,Mouse,computo,1.0,711898,0.02,1564125,tarjeta,1019,13298771,53940,208,pendiente
926,2025-08-16,medellin,Online,SKU-269,Headset,pantallas,4.0,,0.34,1607210,nequi,1065,76432194,56713,233,cancelada
927,2025-04-21, Bogota ,TIENDA,SKU-311,Headset,accesorios,1.0,$ 1.036.783,0.4,836482,credit card,1098,72678143,54071,235,cancelada
928,2025-02-03,medellin,Distribuidor, SKU-592 ,Mouse,pantallas,3.0,1337933,0.35,$ 285.888,PSE,1046,12170972,58107,208,completada
929,2025-04-21,CALI,Distribuidor,SKU-779,Mouse,accesorios,4.0,$ 2.292.447,0.32,$ 432.972,nequi,1018,29507718,55912,214,pendiente
930,2025-09-21,Barranquilla,Distribuidor, SKU-138 ,Monitor,audio,3.0,1946663,15%,$ 1.125.172,tarjeta,1044,55544667,50442,244,completada
931,2025-08-24,medellin,Online,SKU-468,Laptop,accesorios,2.0,,0.09,1802333,PSE,1036,72532335,52944,219,completada
932,2025-03-24, Bogota ,TIENDA,SKU-856,Tablet,computo,2.0,$ 2.447.667,0.29,1445360,nequi,1053,61500579,53936,207,completada
933,2025-02-11,medellin,Distribuidor,SKU-250,Tablet,audio,5.0,$ 1.136.850,0.12,,nequi,1005,97101855,50398,227,completada
934,2025-04-11,Cartagena,TIENDA, SKU-210 ,Monitor,computo,2.0,$ 2.383.430,7%,844119,nequi,1013,22724780,59343,218,completada
935,2025-01-06,,TIENDA, SKU-579 ,Tablet,audio,3.0,$ 1.946.436,0.31,192175,TC,1003,33300461,52995,215,completada
936,2025-06-29,CALI,Distribuidor,SKU-535,Mouse,pantallas,2.0,$ 583.889,0.13,$ 1.216.624,credit card,1085,58399880,56329,210,completada
937,2025-10-09,Barranquilla,Distribuidor, SKU-146 ,Headset,computo,4.0,$ 1.928.897,0.37,1912871,PSE,1054,42259441,52216,241,cancelada
938,2025-11-16,medellin,TIENDA,SKU-674,Tablet,accesorios,2.0,,0.34,408807,PSE,1099,33722314,51707,207,completada
939,2025-08-14, Bogota ,Distribuidor,SKU-836,Monitor,pantallas,5.0,$ 1.332.629,0.9,1069853,PSE,1033,60124417,55766,232,completada
940,2025-11-11,Cartagena,TIENDA,SKU-465,Laptop,accesorios,2.0,1410752,0.31,863292,nequi,1026,66944650,55677,209,completada
941,2025-12-31, Bogota ,TIENDA, SKU-168 ,Monitor,audio,3.0,556350,0.35,148332,credit card,1006,43920506,52568,217,completada
942,2025-08-17,Cartagena,Distribuidor,SKU-398,Teclado,audio,3.0,357530,0.32,1304091,tarjeta,1002,26196494,57638,234,completada
943,2025-10-16,CALI,Online,SKU-901,Monitor,accesorios,2.0,1758667,0.24,$ 1.848.441,PSE,1046,65553258,50160,242,completada
944,2025-05-30,Barranquilla,Distribuidor,SKU-395,Mouse,accesorios,3.0,1204801,0.12,1784819,credit card,1096,37149854,58067,249,completada
945,2025-10-04,CALI,Online, SKU-302 ,Headset,pantallas,3.0,648758,0.36,$ 301.885,credit card,1001,75595739,53904,202,completada
946,2025-07-17,medellin,TIENDA,SKU-160,Headset,accesorios,5.0,1752141,34%,,TC,1079,55337533,53573,239,completada
947,2025-11-03, Bogota ,TIENDA,SKU-929,Tablet,computo,4.0,$ 108.887,0.19,1362931,PSE,1024,77286239,51825,226,completada
948,2025-04-22,Cartagena,Online,SKU-413,Mouse,computo,5.0,855544,0.02,$ 779.752,nequi,1059,30025496,59815,227,completada
949,2025-04-01,Cartagena,TIENDA,SKU-260,Teclado,accesorios,1.0,2259164,0.26,797733,credit card,1078,88798939,55582,245,pendiente
950,2025-12-16, Bogota ,Online,SKU-430,Mouse,computo,5.0,1914018,0.02,449758,credit card,1023,15902232,51176,205,completada
951,2025-11-27, Bogota ,Online,SKU-627,Monitor,accesorios,2.0,$ 306.629,0.37,1332589,tarjeta,1014,45782098,54918,246,completada
952,2025-11-14,medellin,TIENDA,SKU-437,Mouse,pantallas,4.0,$ 1.960.592,38%,$ 1.550.410,TC,1094,74429915,54880,213,completada
953,2025-12-16,CALI,Online,SKU-705,Mouse,computo,2.0,$ 2.357.643,0.08,364760,credit card,1013,93711616,53220,206,completada
954,2025-04-05,Cartagena,Distribuidor,SKU-403,Teclado,computo,1.0,$ 1.654.461,0.27,$ 109.515,credit card,1053,37504324,57820,209,completada
955,2025-06-01,medellin,Distribuidor,SKU-602,Monitor,accesorios,4.0,$ 2.374.960,0.04,1214070,nequi,1077,73978441,50130,214,completada
956,2025-11-07,CALI,TIENDA,SKU-749,Laptop,computo,3.0,2034601,0.29,$ 1.754.549,nequi,1005,16400553,56659,230,completada
957,2025-05-17,medellin,TIENDA,SKU-437,Laptop,audio,5.0,1836418,0.14,1251664,tarjeta,1077,89612833,53562,228,completada
958,2025-04-09,Cartagena,Online, SKU-649 ,Headset,pantallas,2.0,$ 778.271,0.27,1647974,tarjeta,1080,49539939,51499,241,completada
959,2025-08-31, Bogota ,Online,SKU-738,Tablet,pantallas,1.0,1766988,0.15,234601,tarjeta,1017,30402369,57430,216,completada
960,2025-01-31, Bogota ,Online,SKU-374,Mouse,computo,3.0,170635,0.06,748282,nequi,1019,20977809,57705,228,pendiente
961,2025-02-09,CALI,Online,SKU-263,Headset,computo,5.0,722682,0.16,$ 311.177,nequi,1061,94986700,57626,248,completada
962,2025-08-17,Barranquilla,Distribuidor,SKU-542,Teclado,audio,3.0,$ 1.040.346,5%,$ 1.895.221,TC,1080,81392531,56679,243,completada
963,2025-02-05,,Distribuidor, SKU-418 ,Laptop,audio,5.0,1906522,23%,$ 1.324.281,PSE,1079,53618942,52788,214,pendiente
964,2025-08-11,Barranquilla,TIENDA,SKU-688,Mouse,computo,4.0,1349328,2%,$ 1.518.785,PSE,1039,95505610,54876,225,cancelada
965,2025-01-06,medellin,Online,SKU-603,Teclado,computo,3.0,$ 272.773,0.21,$ 27.938,TC,1038,80673981,53708,211,completada
966,2025-11-18,medellin,Online, SKU-785 ,Tablet,audio,3.0,2396517,0.35,1194418,PSE,1051,26533981,59899,224,completada
